word	mean_RT	word_length	word_lower
shoe	350.74468085106383	4	shoe
shoes	374.0659340659341	5	shoes
shoes,	349.58288770053474	6	shoes,
shoes.	339.9251336898396	6	shoes.
shone	330.74175824175825	5	shone
short	313.71505376344084	5	short
short,	354.8131868131868	6	short,
short.	339.94505494505495	6	short.
shortcut	326.3411764705882	8	shortcut
shortly	375.6687898089172	7	shortly
shot	351.4096385542169	4	shot
shot,	315.4938271604938	5	shot,
should	320.8826530612245	6	should
shoulder	396.63255813953486	8	shoulder
shoulders,	388.68131868131866	10	shoulders,
shout,	324.3636363636364	6	shout,
show	322.7717717717718	4	show
show,	325.3783783783784	5	show,
show.	332.12080536912754	5	show.
shows	338.9080459770115	5	shows
shrill	387.0348837209302	6	shrill
shrill,	378.4942528735632	7	shrill,
shrilly,	356.78409090909093	8	shrilly,
shrug.	361.92957746478874	6	shrug.
shrugging,	406.55555555555554	10	shrugging,
shuffling	319.4074074074074	9	shuffling
shut	299.3018867924528	4	shut
shut,	312.45454545454544	5	shut,
side	296.43243243243245	4	side
side,'	363.7439024390244	6	side,'
sides	311.13253012048193	5	sides
sighed,	384.94594594594594	7	sighed,
sight!	375.29347826086956	6	sight!
sight,	333.64772727272725	6	sight,
sign	312.5542168674699	4	sign
signal	336.8390804597701	6	signal
silver	406.76666666666665	6	silver
similar	345.0204081632653	7	similar
simple	335.6375	6	simple
simply	347.8142076502732	6	simply
since	316.731778425656	5	since
sing,	275.2432432432432	5	sing,
sing.	300.55405405405406	5	sing.
sings	327.4886363636364	5	sings
sinister	426.8837209302326	8	sinister
sink	312.989010989011	4	sink
sister	370.91333333333336	6	sister
sister,	291.22222222222223	7	sister,
sisters	321.2	7	sisters
sisters,	335.8333333333333	8	sisters,
sit	330.17021276595744	3	sit
sitting	327.2977099236641	7	sitting
situation	331.53374233128835	9	situation
sixteen	535.8529411764706	7	sixteen
sixteenth	455.31168831168833	9	sixteenth
skeptics	321.5416666666667	8	skeptics
skilled	429.89473684210526	7	skilled
sky	342.54945054945057	3	sky
sky,	418.04945054945057	4	sky,
slain	299.5849802371541	5	slain
slate	359.1363636363636	5	slate
sleep	318.64130434782606	5	sleep
sleeve,	421.67816091954023	7	sleeve,
slip	349.0232558139535	4	slip
slipped	349.5287356321839	7	slipped
slippers	402.67391304347825	8	slippers
slipping	310.4657534246575	8	slipping
slow	317.9268292682927	4	slow
slowed	375.5064935064935	6	slowed
slowly	330.59593023255815	6	slowly
small	343.9358024691358	5	small
small,	340.8536585365854	6	small,
small,'	392.10843373493975	7	small,'
small.	396.22222222222223	6	small.
small?'	374.4024390243902	7	small?'
smaller	323.4927536231884	7	smaller
smarter	355.531914893617	7	smarter
smell	319.3243243243243	5	smell
smile	313.6457142857143	5	smile
smiled	304.16477272727275	6	smiled
smiled.	836.0126582278481	7	smiled.
smiling	306.94604316546764	7	smiling
smoking	329.4255319148936	7	smoking
smoothed	344.032967032967	8	smoothed
snack	312.741935483871	5	snack
snail	326.82377049180326	5	snail
snail,	347.65361445783134	6	snail,
snail.	475.1012658227848	6	snail.
sneaking	319.57142857142856	8	sneaking
sniff	332.30555555555554	5	sniff
sniffing	371.72222222222223	8	sniffing
sniffing,	402.27777777777777	9	sniffing,
snow	359.26881720430106	4	snow
snow.	334.04395604395603	5	snow.
snowflakes	372.46153846153845	10	snowflakes
so	337.443468715697	2	so
so-called	329.38028169014086	9	so-called
sold	344.59411764705885	4	sold
solid	318.2584269662921	5	solid
solution	385.92972972972973	8	solution
solve	295.4642857142857	5	solve
some	323.7039748953975	4	some
some.	441.9340659340659	5	some.
someone	319.8974358974359	7	someone
something	322.33934426229507	9	something
sometimes	336.8611111111111	9	sometimes
somewhere	342.2111111111111	9	somewhere
song	296.5	4	song
soon	342.57575757575756	4	soon
soon.	340.5578947368421	5	soon.
sorry	349.49333333333334	5	sorry
sorry,	332.51063829787233	6	sorry,
sorry.'	377.6219512195122	7	sorry.'
sort	299.46315789473687	4	sort
sought	350.3376623376623	6	sought
sought-after	383.0769230769231	12	sought-after
soul	318.7802197802198	4	soul
sound	334.11267605633805	5	sound
sound.	308.1219512195122	6	sound.
sounded	357.2962962962963	7	sounded
sounds.	391.56643356643355	7	sounds.
source	345.7931034482759	6	source
sparking	373.77027027027026	8	sparking
sparkling	363.78409090909093	9	sparkling
sparrow,	362.82954545454544	8	sparrow,
spatter	317.83516483516485	7	spatter
special	363.4689265536723	7	special
special.	361.78723404255317	8	special.
specials	338.6756756756757	8	specials
specialty	346.1830985915493	9	specialty
specifically	325.16438356164383	12	specifically
speck	299.2048192771084	5	speck
spectacular	387.30379746835445	11	spectacular
speculative	369.562091503268	11	speculative
speculators	383.1456953642384	11	speculators
spending	362.6043956043956	8	spending
spin	284.81176470588235	4	spin
spine.	364.2567567567568	6	spine.
spinning	459.0238095238095	8	spinning
spinning,	360.0769230769231	9	spinning,
spite	294.2352941176471	5	spite
spoke	298.1630434782609	5	spoke
spotted	370.06024096385545	7	spotted
sprang	319.3076923076923	6	sprang
spreads	344.57894736842104	7	spreads
sprung,	373.8478260869565	7	sprung,
spun	453.9647058823529	4	spun
sputtered	345.2087912087912	9	sputtered
square	349.12865497076024	6	square
squeaked	337.6808510638298	8	squeaked
squeeze.	359.59493670886076	8	squeeze.
squirrel	328.0732600732601	8	squirrel
stage	282.94594594594594	5	stage
stage,	307.3333333333333	6	stage,
stairs.	327.8658536585366	7	stairs.
stand	306.5	5	stand
standing	315.7608695652174	8	standing
standing.	340.5744680851064	9	standing.
star	308.5824175824176	4	star
stared	332.89772727272725	6	stared
staring	328.1931818181818	7	staring
start	349.89772727272725	5	start
started	333.83720930232556	7	started
stated	373.68243243243245	6	stated
stately	393.69767441860466	7	stately
status	331.5974025974026	6	status
stay	312.20454545454544	4	stay
stayed	320.16129032258067	6	stayed
steadfastly	336.90909090909093	11	steadfastly
steal	285.2261904761905	5	steal
steam.	413.97802197802196	6	steam.
stepped	378.8933333333333	7	stepped
still	318.8477801268499	5	still
stone	436.34065934065933	5	stone
stone,	347.75308641975306	6	stone,
stones,	349.467032967033	7	stones,
stood	316.01675977653633	5	stood
stood,	363.7865168539326	6	stood,
stop	340.4886363636364	4	stop
stopped	333.51612903225805	7	stopped
store	374.6276595744681	5	store
storm.	366.4269662921348	6	storm.
storming	327.67469879518075	8	storming
story	321.2572614107884	5	story
stove,	368.7608695652174	6	stove,
straight	325.8346456692913	8	straight
strained	374.5679012345679	8	strained
strangest	353.1666666666667	9	strangest
streak	337.2	6	streak
stream.	330.44444444444446	7	stream.
street	349.3763440860215	6	street
streets	428.06666666666666	7	streets
streets,	329.0	8	streets,
strength	346.2	8	strength
stretched	349.31111111111113	9	stretched
strong	381.02777777777777	6	strong
strove	347.03409090909093	6	strove
struggling	352.17105263157896	10	struggling
stubby	341.25274725274727	6	stubby
stuck	325.2987012987013	5	stuck
studied,	412.0	8	studied,
studies	333.514598540146	7	studies
studies,	420.6388888888889	8	studies,
study,	333.8536585365854	6	study,
style	350.6666666666667	5	style
subject	342.5112107623318	7	subject
subsequent	373.45205479452056	10	subsequent
substantial	326.2230215827338	11	substantial
succeed,	335.3414634146341	8	succeed,
successful	380.4767441860465	10	successful
such	317.79910714285717	4	such
sudden	307.72972972972974	6	sudden
sudden,	400.1506849315069	7	sudden,
suddenly	332.1358839050132	8	suddenly
suffered	318.4025974025974	8	suffered
suggest	306.1449275362319	7	suggest
suggested	344.2032520325203	9	suggested
suggests	314.59420289855075	8	suggests
sullenly	343.9894736842105	8	sullenly
summarized	331.82608695652175	10	summarized
summer	369.72222222222223	6	summer
sun	357.1721132897604	3	sun
sun,	311.3085106382979	4	sun,
sun?	367.85057471264366	4	sun?
sunbeams	409.84615384615387	8	sunbeams
sunny	352.1978021978022	5	sunny
superb	342.1168831168831	6	superb
superlative	507.5157894736842	11	superlative
suppose	348.5054945054945	7	suppose
supposed	326.0531914893617	8	supposed
suppress,	357.34722222222223	9	suppress,
suppressing	341.07246376811594	11	suppressing
surprise.	331.75342465753425	9	surprise.
surprised	347.4888888888889	9	surprised
surrounded	341.1505791505792	10	surrounded
surveillance	448.06666666666666	12	surveillance
suspect	297.0	7	suspect
suspected	317.8777777777778	9	suspected
suspicion	359.26666666666665	9	suspicion
swallow	316.8720930232558	7	swallow
swash	318.34065934065933	5	swash
swear	392.47222222222223	5	swear
sweetest	316.1758241758242	8	sweetest
swimming	318.74175824175825	8	swimming
swing	334.57608695652175	5	swing
switched	336.6219512195122	8	switched
symbol	348.88505747126436	6	symbol
symbol,	326.82278481012656	7	symbol,
symptomology	394.4	12	symptomology
symptoms	352.8107692307692	8	symptoms
symptoms.	422.1159420289855	9	symptoms.
syndrome	326.0281690140845	8	syndrome
syndrome,	464.75	9	syndrome,
synonymous	399.2133333333333	10	synonymous
take	307.23752151463	4	take
taken	328.71794871794873	5	taken
takes	396.82894736842104	5	takes
taking	351.3412698412698	6	taking
tale,	318.75	5	tale,
talent	322.22297297297297	6	talent
talked	301.02150537634407	6	talked
tall	307.35135135135135	4	tall
tank	308.3558282208589	4	tank
tank,	337.33738601823705	5	tank,
tank.	555.6666666666666	5	tank.
tap	307.58169934640523	3	tap
tapped	359.55263157894734	6	tapped
task!	380.3863636363636	5	task!
task.	401.2906976744186	5	task.
taverns	353.54545454545456	7	taverns
teacher	315.31325301204816	7	teacher
teacher,	343.13253012048193	8	teacher,
teapot.	580.8111111111111	7	teapot.
tears	313.2043010752688	5	tears
teased,	390.578313253012	7	teased,
technically	379.11842105263156	11	technically
teens	332.2328767123288	5	teens
teens,	358.3013698630137	6	teens,
teeth.	398.76	6	teeth.
television	358.0933333333333	10	television
tell	299.1290322580645	4	tell
telling	306.38235294117646	7	telling
temper	295.5609756097561	6	temper
tempted,	354.0352941176471	8	tempted,
ten	385.6953781512605	3	ten
tension	324.72857142857146	7	tension
term	308.89473684210526	4	term
terms	302.3235294117647	5	terms
terrible	391.6	8	terrible
terror	347.4235294117647	6	terror
testimony	322.3142857142857	9	testimony
tests	332.7358490566038	5	tests
text	341.0851063829787	4	text
text,	339.44594594594594	5	text,
texts	323.67105263157896	5	texts
than	320.2656950672646	4	than
that	328.6017431124898	4	that
that,	334.3888888888889	5	that,
that,'	369.7682926829268	6	that,'
that.	357.5207100591716	5	that.
the	326.20672319603176	3	the
their	332.65185185185186	5	their
them	324.74285714285713	4	them
them,	342.65934065934067	5	them,
them.	364.41590214067276	5	them.
themselves	347.028	10	themselves
then	325.2620131512393	4	then
then.	335.2875	5	then.
theories	334.7894736842105	8	theories
there	322.32224168126095	5	there
there,	324.1978021978022	6	there,
there.	365.6024096385542	6	there.
thereafter	353.4049079754601	10	thereafter
thereafter.	479.0	11	thereafter.
these	342.24919093851133	5	these
thesis	324.3076923076923	6	thesis
they	322.9605880512981	4	they
they,	374.1666666666667	5	they,
thick	332.6629213483146	5	thick
thick,	297.5934065934066	6	thick,
thing	314.14859437751005	5	thing
things	325.76576576576576	6	things
things,	349.62048192771084	7	things,
think	306.125	5	think
think?'	372.475	7	think?'
thinking	327.51875	8	thinking
thinks	314.9425287356322	6	thinks
thirties.	413.4054054054054	9	thirties.
thirty	392.64	6	thirty
thirty-four,	442.2857142857143	12	thirty-four,
thirty-one	376.65714285714284	10	thirty-one
thirty-seven,	641.4150943396227	13	thirty-seven,
thirty-six,	435.89473684210526	11	thirty-six,
this	328.0382585751979	4	this
this,	367.75555555555553	5	this,
this.	336.12345679012344	5	this.
this?	308.1764705882353	5	this?
thoroughly,	325.7682926829268	11	thoroughly,
those	337.2565445026178	5	those
though	357.2962962962963	6	though
though,	346.1595744680851	7	though,
though.	379.6933333333333	7	though.
thought	330.8157894736842	7	thought
thought,	350.35227272727275	8	thought,
thought.	341.2674418604651	8	thought.
thoughts	335.3837209302326	8	thoughts
thousand	440.1783439490446	8	thousand
thousands	352.5108695652174	9	thousands
thousands,	326.8131868131868	10	thousands,
threatened	301.28767123287673	10	threatened
three	381.0853658536585	5	three
throat-clear	339.6901408450704	12	throat-clear
throat-clearing,	523.8356164383562	16	throat-clearing,
through	343.6762114537445	7	through
through.	334.4	8	through.
thumbs	354.1095890410959	6	thumbs
thunder	325.1058823529412	7	thunder
thus	341.34934497816596	4	thus
tic	319.7103448275862	3	tic
tics	343.7925581395349	4	tics
tics,	340.0416666666667	5	tics,
tics.	346.2464788732394	5	tics.
tight	361.0886075949367	5	tight
till	308.01149425287355	4	till
time	321.5431131019037	4	time
time,	314.09722222222223	5	time,
time.	365.78504672897196	5	time.
times	338.99410029498523	5	times
tiny	356.2758620689655	4	tiny
tired	360.6641791044776	5	tired
tired,	317.3255813953488	6	tired,
tiring.	437.890243902439	7	tiring.
titles.	370.2692307692308	7	titles.
to	318.23865636612555	2	to
to.	396.09859154929575	3	to.
today,	355.3066666666667	6	today,
today.	427.77777777777777	6	today.
together	324.7519379844961	8	together
together,	358.87640449438203	9	together,
told	323.9842233009709	4	told
tolerate	334.6835443037975	8	tolerate
tomography,	438.3611111111111	11	tomography,
ton	305.7659574468085	3	ton
tone	296.3536585365854	4	tone
tongue	308.20392156862744	6	tongue
tongue,	389.4470588235294	7	tongue,
tongue?'	342.7921568627451	8	tongue?'
tonight,	404.73333333333335	8	tonight,
too	336.5076923076923	3	too
too,	370.25714285714287	4	too,
too.	402.6931818181818	4	too.
took	328.4030131826742	4	took
tools	323.5857142857143	5	tools
top	306.66545454545457	3	top
touched	310.7977528089888	7	touched
touching	389.01408450704224	8	touching
toward	298.7083333333333	6	toward
towards	317.0158102766798	7	towards
town	312.57894736842104	4	town
town,	310.8690476190476	5	town,
trace	371.28	5	trace
trade.	379.9013157894737	6	trade.
traders	345.5	7	traders
transformed	394.40287769784175	11	transformed
transient	372.4109589041096	9	transient
transported	347.6923076923077	11	transported
treatments	359.8611111111111	10	treatments
trees,	317.7294117647059	6	trees,
tremendous	363.0	10	tremendous
tricked	377.0113636363636	7	tricked
tricky	350.04046242774564	6	tricky
tried	320.3619186046512	5	tried
trigger	334.46853146853147	7	trigger
trouble	331.820987654321	7	trouble
true	352.69371196754565	4	true
trunk	355.59722222222223	5	trunk
truth	287.7647058823529	5	truth
try	295.57142857142856	3	try
trying	298.32911392405066	6	trying
tulip	373.4424320827943	5	tulip
tulip,	465.2564102564103	6	tulip,
tulip-specific	452.7875	14	tulip-specific
tulips	363.4884318766067	6	tulips
tumbling	351.7608695652174	8	tumbling
turn	321.84393063583815	4	turn
turned	340.1125	6	turned
tusks	328.23809523809524	5	tusks
twelve	326.4025974025974	6	twelve
twin	326.1159420289855	4	twin
twist	351.3521126760563	5	twist
twisting.	397.68055555555554	9	twisting.
two	330.6915477497256	3	two
type	298.1948051948052	4	type
type,	321.7916666666667	5	type,
typically	376.40277777777777	9	typically
ugly,	376.42105263157896	5	ugly,
ultimately	355.97435897435895	10	ultimately
umbrellas.	332.31868131868134	10	umbrellas.
unable	350.89772727272725	6	unable
unassuming,	529.1075268817204	11	unassuming,
uncommon	335.18918918918916	8	uncommon
under	326.7307692307692	5	under
underbrush.	350.4555555555556	11	underbrush.
understand.	400.1842105263158	11	understand.
understanding	338.4428571428571	13	understanding
understood	346.7037037037037	10	understood
understood,	337.4177215189873	11	understood,
unembellished	544.8510638297872	13	unembellished
unfair	343.4651162790698	6	unfair
unfamiliar	349.4583333333333	10	unfamiliar
unless	294.9230769230769	6	unless
unlike	312.8378378378378	6	unlike
unsuccessful.	357.6578947368421	13	unsuccessful.
until	319.89798850574715	5	until
unwillingly,	455.37931034482756	12	unwillingly,
up	324.6655172413793	2	up
up,	337.8773006134969	3	up,
up,'	360.575	4	up,'
up.	347.67484662576686	3	up.
up.'	297.1951219512195	4	up.'
upon	345.7132352941176	4	upon
uprooted	362.46153846153845	8	uprooted
upset	329.87005649717514	5	upset
upwards	312.1	7	upwards
us	322.62105263157895	2	us
us.	331.7096774193548	3	us.
us.'	348.25882352941176	4	us.'
use	349.05535055350555	3	use
used	326.98039215686276	4	used
using	341.7710843373494	5	using
usually	348.14084507042253	7	usually
uttering	385.06944444444446	8	uttering
vacuum,	342.95	7	vacuum,
valley	334.9351145038168	6	valley
values.	867.6417910447761	7	values.
vapor	373.0871934604905	5	vapor
varieties	356.77120822622106	9	varieties
varieties.	463.92	10	varieties.
variety	312.5211267605634	7	variety
various	342.2027972027972	7	various
varying	326.6111111111111	7	varying
verifying	332.4366197183099	9	verifying
version	328.8536585365854	7	version
very	339.7166427546628	4	very
vicinity	320.72857142857146	8	vicinity
vicinity,	347.2972972972973	9	vicinity,
victor.	311.8941176470588	7	victor.
victory	346.52272727272725	7	victory
victory.	317.0843373493976	8	victory.
view.	402.76	5	view.
virus	401.8987341772152	5	virus
virus'.	419.45454545454544	7	virus'.
virus,	387.92105263157896	6	virus,
virus.	419.54545454545456	6	virus.
vision	319.0138888888889	6	vision
visit	312.3728813559322	5	visit
visited	331.5753424657534	7	visited
visiting	319.4418604651163	8	visiting
vivid	384.5128205128205	5	vivid
vocal	349.35087719298247	5	vocal
vocalizations,	382.34722222222223	14	vocalizations,
voice	296.9146341463415	5	voice
voice,	361.1931818181818	6	voice,
voice,'	319.5	7	voice,'
voices	332.7956989247312	6	voices
void	305.7402597402597	4	void
voided	313.43243243243245	6	voided
voluntary	325.22857142857146	9	voluntary
wait	318.25	4	wait
waited	297.29411764705884	6	waited
walk	280.14772727272725	4	walk
walked	311.4297994269341	6	walked
walking	316.01075268817203	7	walking
wall	310.9130434782609	4	wall
wall,	327.1767955801105	5	wall,
wall.	374.0610687022901	5	wall.
wallowed	396.3720930232558	8	wallowed
want	299.9840637450199	4	want
wanted	322.18390804597703	6	wanted
warm	309.8181818181818	4	warm
warm,	381.3076923076923	5	warm,
was	321.54826345893036	3	was
was,	329.68674698795184	4	was,
was.	279.47297297297297	4	was.
was.'	396.96	5	was.'
wasn't	301.8598484848485	6	wasn't
wasn't,	370.7432432432432	7	wasn't,
waste	319.8	5	waste
watch	352.03977272727275	5	watch
watching	304.4731182795699	8	watching
water	339.6846246973366	5	water
water,	342.5655430711611	6	water,
waves	314.141975308642	5	waves
waves,	395.6373626373626	6	waves,
wavy	403.5806451612903	4	wavy
way	303.52008032128515	3	way
way.	378.6304347826087	4	way.
way?	332.4597701149425	4	way?
we	319.57142857142856	2	we
wearisome	366.0919540229885	9	wearisome
weather	346.22083333333336	7	weather
weed	364.69135802469134	4	weed
weed.	324.9390243902439	5	weed.
week,	345.9342105263158	5	week,
weekend,	376.8285714285714	8	weekend,
weeks	358.6144578313253	5	weeks
well	332.9321766561514	4	well
well.	445.2093023255814	5	well.
went	314.42450142450144	4	went
went,	298.54945054945057	5	went,
were	334.52699575780946	4	were
wet	322.6480446927374	3	wet
what	321.6776371308017	4	what
wheat	339.2608695652174	5	wheat
wheel	331.35555555555555	5	wheel
wheel?	365.70652173913044	6	wheel?
when	315.7243243243243	4	when
where	325.87531486146094	5	where
whether	336.7368421052632	7	whether
which	356.0815573770492	5	which
while	335.9197651663405	5	while
while,	321.7912087912088	6	while,
whined	363.93975903614455	6	whined
whirled	323.032967032967	7	whirled
whispered	343.3510638297872	9	whispered
white	409.8722891566265	5	white
white,	476.4175824175824	6	white,
whizzing	330.8333333333333	8	whizzing
who	329.2744856690698	3	who
whoever	325.0869565217391	7	whoever
whole	317.2828282828283	5	whole
whose	349.83561643835617	5	whose
why	305.4022988505747	3	why
why,	340.4	4	why,
wide	331.04945054945057	4	wide
widely	341.527397260274	6	widely
wider	305.7191011235955	5	wider
wife	338.9010989010989	4	wife
wildflowers	335.8666666666667	11	wildflowers
will	327.7113095238095	4	will
willing	328.6794871794872	7	willing
wind	323.5055248618784	4	wind
window,	321.7032967032967	7	window,
wings	353.7471264367816	5	wings
wings,	366.9054054054054	6	wings,
wings.	326.47945205479454	6	wings.
wiped	307.5978260869565	5	wiped
wished	339.46438746438747	6	wished
with	329.66502192982455	4	with
with,	335.3780487804878	5	with,
with.	352.2700729927007	5	with.
without	352.0983606557377	7	without
witness	353.7083333333333	7	witness
witnesses	328.1118881118881	9	witnesses
witnesses.	374.27777777777777	10	witnesses.
woes	324.92857142857144	4	woes
wondered	320.0125786163522	8	wondered
wonderful	328.7771739130435	9	wonderful
wondering	363.0	9	wondering
wood	323.0094562647754	4	wood
woods.	404.28735632183907	6	woods.
wool	426.8720930232558	4	wool
words	330.86915887850466	5	words
words,	388.80555555555554	6	words,
work	294.31325301204816	4	work
working	295.5975609756098	7	working
world	322.2370820668693	5	world
world.	524.7258064516129	6	world.
worn,	382.7567567567568	5	worn,
worried	306.43225806451613	7	worried
worry.	339.3614457831325	6	worry.
worse	347.3128834355828	5	worse
worse,	364.8255813953488	6	worse,
worsen	343.4507042253521	6	worsen
worth	307.85185185185185	5	worth
would	332.90536013400333	5	would
wouldn't	325.03614457831327	8	wouldn't
wrapped	380.48936170212767	7	wrapped
wrong	318.6385542168675	5	wrong
wrote	363.89156626506025	5	wrote
wrote.	389.2987012987013	6	wrote.
x-ray	444.02127659574467	5	x-ray
year	308.61333333333334	4	year
year's	330.9864864864865	6	year's
year,	423.319018404908	5	year,
year.	378.7391304347826	5	year.
years	357.11358574610244	5	years
years,	321.84	6	years,
years.	477.685618729097	6	years.
yelled	347.90425531914894	6	yelled
yellow	412.47435897435895	6	yellow
yellow,	383.26582278481015	7	yellow,
yes,	369.6703296703297	4	yes,
yet?'	363.5394736842105	5	yet?'
you	331.48969813128895	3	you
you!	301.35555555555555	4	you!
you'll	302.2962962962963	6	you'll
you've	319.55	6	you've
you,	336.2183908045977	4	you,
you.'	377.9310344827586	5	you.'
you?'	355.04819277108436	5	you?'
young	336.93048128342247	5	young
your	308.14161849710985	4	your
