word_x	mean_RT	word_length	word_lower	word_y	frequency
tests	332.7358490566038	5	tests	tests	11483917
text	341.0851063829787	4	text	text	27842184
texts	323.67105263157896	5	texts	texts	8525720
than	320.2656950672646	4	than	than	248883542
them	324.74285714285713	4	them	them	240201864
themselves	347.028	10	themselves	themselves	41765392
theories	334.7894736842105	8	theories	theories	8195005
thereafter	353.4049079754601	10	thereafter	thereafter	2309442
thesis	324.3076923076923	6	thesis	thesis	4448656
thick	332.6629213483146	5	thick	thick	7423431
thing	314.14859437751005	5	thing	thing	36695676
things	325.76576576576576	6	things	things	56035173
think	306.125	5	think	think	67200350
thinking	327.51875	8	thinking	thinking	21994320
thinks	314.9425287356322	6	thinks	thinks	4855796
thirty	392.64	6	thirty	thirty	10504687
thought	330.8157894736842	7	thought	thought	64294078
thoughts	335.3837209302326	8	thoughts	thoughts	10545702
thousand	440.1783439490446	8	thousand	thousand	12131335
thousands	352.5108695652174	9	thousands	thousands	7408000
threatened	301.28767123287673	10	threatened	threatened	4763790
three	381.0853658536585	5	three	three	94037962
thumbs	354.1095890410959	6	thumbs	thumbs	427623
thunder	325.1058823529412	7	thunder	thunder	1122965
thus	341.34934497816596	4	thus	thus	34621166
tic	319.7103448275862	3	tic	tic	224142
tight	361.0886075949367	5	tight	tight	4398874
till	308.01149425287355	4	till	till	7643652
times	338.99410029498523	5	times	times	44168985
tiny	356.2758620689655	4	tiny	tiny	5635566
tired	360.6641791044776	5	tired	tired	4899147
told	323.9842233009709	4	told	told	43901950
tolerate	334.6835443037975	8	tolerate	tolerate	1437942
ton	305.7659574468085	3	ton	ton	1397730
tone	296.3536585365854	4	tone	tone	7827418
tongue	308.20392156862744	6	tongue	tongue	5228274
too	336.5076923076923	3	too	too	82143809
took	328.4030131826742	4	took	took	50478963
tools	323.5857142857143	5	tools	tools	10121943
touched	310.7977528089888	7	touched	touched	4567529
touching	389.01408450704224	8	touching	touching	2396270
toward	298.7083333333333	6	toward	toward	32888621
towards	317.0158102766798	7	towards	towards	20140341
town	312.57894736842104	4	town	town	21082393
trace	371.28	5	trace	trace	4431173
transformed	394.40287769784175	11	transformed	transformed	4500110
transient	372.4109589041096	9	transient	transient	1784490
transported	347.6923076923077	11	transported	transported	1632242
treatments	359.8611111111111	10	treatments	treatments	3207800
tremendous	363.0	10	tremendous	tremendous	2801751
tricked	377.0113636363636	7	tricked	tricked	231363
tricky	350.04046242774564	6	tricky	tricky	550618
tried	320.3619186046512	5	tried	tried	20190743
trigger	334.46853146853147	7	trigger	trigger	2343925
trouble	331.820987654321	7	trouble	trouble	9674701
true	352.69371196754565	4	true	true	37153771
trunk	355.59722222222223	5	trunk	trunk	2385344
truth	287.7647058823529	5	truth	truth	21212229
try	295.57142857142856	3	try	try	21092781
trying	298.32911392405066	6	trying	trying	20128234
tumbling	351.7608695652174	8	tumbling	tumbling	422917
turn	321.84393063583815	4	turn	turn	30820919
turned	340.1125	6	turned	turned	31575372
tusks	328.23809523809524	5	tusks	tusks	141882
twelve	326.4025974025974	6	twelve	twelve	6676403
twin	326.1159420289855	4	twin	twin	2042436
twist	351.3521126760563	5	twist	twist	1340156
two	330.6915477497256	3	two	two	201126338
type	298.1948051948052	4	type	type	42273715
typically	376.40277777777777	9	typically	typically	9176882
ultimately	355.97435897435895	10	ultimately	ultimately	6805000
unable	350.89772727272725	6	unable	unable	8683177
uncommon	335.18918918918916	8	uncommon	uncommon	1769394
under	326.7307692307692	5	under	under	99197859
understanding	338.4428571428571	13	understanding	understanding	25680525
understood	346.7037037037037	10	understood	understood	13568850
unembellished	544.8510638297872	13	unembellished	unembellished	9697
unfair	343.4651162790698	6	unfair	unfair	1826688
unfamiliar	349.4583333333333	10	unfamiliar	unfamiliar	1462076
unless	294.9230769230769	6	unless	unless	13150478
unlike	312.8378378378378	6	unlike	unlike	4911919
until	319.89798850574715	5	until	until	54630510
up	324.6655172413793	2	up	up	232348461
upon	345.7132352941176	4	upon	upon	63368120
uprooted	362.46153846153845	8	uprooted	uprooted	222841
upset	329.87005649717514	5	upset	upset	3061407
upwards	312.1	7	upwards	upwards	1097934
use	349.05535055350555	3	use	use	128514875
used	326.98039215686276	4	used	used	127267606
using	341.7710843373494	5	using	using	56850112
usually	348.14084507042253	7	usually	Usually	2474597
uttering	385.06944444444446	8	uttering	uttering	322763
valley	334.9351145038168	6	valley	valley	4303289
vapor	373.0871934604905	5	vapor	vapor	1560865
varieties	356.77120822622106	9	varieties	varieties	2601452
variety	312.5211267605634	7	variety	variety	16891037
various	342.2027972027972	7	various	various	37597647
varying	326.6111111111111	7	varying	varying	4207604
verifying	332.4366197183099	9	verifying	verifying	332744
version	328.8536585365854	7	version	version	13153669
very	339.7166427546628	4	very	very	134366972
vicinity	320.72857142857146	8	vicinity	vicinity	1638262
victory	346.52272727272725	7	victory	victory	5565155
virus	401.8987341772152	5	virus	virus	4900008
vision	319.0138888888889	6	vision	vision	11960467
visit	312.3728813559322	5	visit	visit	13227667
visited	331.5753424657534	7	visited	visited	5518719
visiting	319.4418604651163	8	visiting	visiting	3299094
vivid	384.5128205128205	5	vivid	vivid	1761625
vocal	349.35087719298247	5	vocal	vocal	1919886
voice	296.9146341463415	5	voice	voice	26116077
voices	332.7956989247312	6	voices	voices	4634004
void	305.7402597402597	4	void	void	3395020
voided	313.43243243243245	6	voided	voided	96377
voluntary	325.22857142857146	9	voluntary	voluntary	3706360
wait	318.25	4	wait	wait	9441077
waited	297.29411764705884	6	waited	waited	5178307
walk	280.14772727272725	4	walk	walk	11800015
walked	311.4297994269341	6	walked	walked	12580771
walking	316.01075268817203	7	walking	walking	7623336
wall	310.9130434782609	4	wall	wall	16611174
wallowed	396.3720930232558	8	wallowed	wallowed	41412
want	299.9840637450199	4	want	want	61590617
wanted	322.18390804597703	6	wanted	wanted	31176058
warm	309.8181818181818	4	warm	warm	8890485
was	321.54826345893036	3	was	was	1140172617
waste	319.8	5	waste	waste	7350025
watch	352.03977272727275	5	watch	watch	9577111
watching	304.4731182795699	8	watching	watching	7234206
water	339.6846246973366	5	water	water	64469088
waves	314.141975308642	5	waves	waves	6088299
wavy	403.5806451612903	4	wavy	wavy	309794
way	303.52008032128515	3	way	way	133443039
wearisome	366.0919540229885	9	wearisome	wearisome	92378
weather	346.22083333333336	7	weather	weather	6846495
weed	364.69135802469134	4	weed	weed	914901
weeks	358.6144578313253	5	weeks	weeks	15374579
well	332.9321766561514	4	well	well	134592416
went	314.42450142450144	4	went	went	48598135
were	334.52699575780946	4	were	were	457504590
wet	322.6480446927374	3	wet	wet	5090834
what	321.6776371308017	4	what	What	87561320
wheat	339.2608695652174	5	wheat	wheat	3103616
wheel	331.35555555555555	5	wheel	wheel	3834055
where	325.87531486146094	5	where	where	136128991
whether	336.7368421052632	7	whether	whether	49005576
which	356.0815573770492	5	which	which	508000647
while	335.9197651663405	5	while	while	83722224
whined	363.93975903614455	6	whined	whined	168315
whirled	323.032967032967	7	whirled	whirled	399162
whispered	343.3510638297872	9	whispered	whispered	3750988
white	409.8722891566265	5	white	white	37948322
whizzing	330.8333333333333	8	whizzing	whizzing	60669
who	329.2744856690698	3	who	who	294018466
whoever	325.0869565217391	7	whoever	whoever	1317362
whole	317.2828282828283	5	whole	whole	42803829
whose	349.83561643835617	5	whose	whose	34769707
wide	331.04945054945057	4	wide	wide	18934643
widely	341.527397260274	6	widely	widely	9397908
wider	305.7191011235955	5	wider	wider	4962184
wife	338.9010989010989	4	wife	wife	24047871
wildflowers	335.8666666666667	11	wildflowers	wildflowers	178706
will	327.7113095238095	4	will	will	314222543
willing	328.6794871794872	7	willing	willing	9182351
wind	323.5055248618784	4	wind	wind	10825311
wings	353.7471264367816	5	wings	wings	3132856
wiped	307.5978260869565	5	wiped	wiped	1470454
wished	339.46438746438747	6	wished	wished	4999448
with	329.66502192982455	4	with	with	1110064802
without	352.0983606557377	7	without	without	84166493
witness	353.7083333333333	7	witness	witness	6045941
witnesses	328.1118881118881	9	witnesses	witnesses	3142323
woes	324.92857142857144	4	woes	woes	282863
wondered	320.0125786163522	8	wondered	wondered	5177466
wonderful	328.7771739130435	9	wonderful	wonderful	6181671
wondering	363.0	9	wondering	wondering	2646075
wood	323.0094562647754	4	wood	wood	8613398
wool	426.8720930232558	4	wool	wool	1729913
words	330.86915887850466	5	words	words	48067530
work	294.31325301204816	4	work	work	135320001
working	295.5975609756098	7	working	working	34445827
world	322.2370820668693	5	world	world	90456522
worried	306.43225806451613	7	worried	worried	3879612
worse	347.3128834355828	5	worse	worse	7891988
worsen	343.4507042253521	6	worsen	worsen	290893
worth	307.85185185185185	5	worth	worth	12274006
would	332.90536013400333	5	would	would	319551796
wrapped	380.48936170212767	7	wrapped	wrapped	2842395
wrong	318.6385542168675	5	wrong	wrong	16679348
wrote	363.89156626506025	5	wrote	wrote	20759269
year	308.61333333333334	4	year	year	73403129
years	357.11358574610244	5	years	years	114423406
yelled	347.90425531914894	6	yelled	yelled	1620781
yellow	412.47435897435895	6	yellow	yellow	7043215
young	336.93048128342247	5	young	young	42619892
your	308.14161849710985	4	your	your	205261264
